loja,club,marca_1,marca_2,marca_3,regiao,canal,localizacao,numero_empregados,aporte_inicial,modelo_arquitetonico,tem_estoque_proprio,usa_despachante,legado_familia,sistema_1,sistema_2,sistema_3,sistemas_4,sistema_5,sistema_6,faturamento_ultimo_ano,maturidade_processo
1482,OURO,S,S,N,2,LJ,RUA_FAMOSA,8,404979,3,N,S,S,S,N,N,S,N,N,D,BAIXA
1483,PRATA,N,S,S,3,VD,RUA_FAMOSA,8,945476,4,N,S,N,S,N,S,N,N,N,D,INEXISTENTE
1484,DIAMANTE,S,S,S,3,VD,SHOPPING,22,858877,1,N,N,S,S,S,N,N,N,S,A,ALTA
1485,PRATA,N,N,N,2,BO,RUA_FAMOSA,5,790324,4,S,N,N,N,S,S,N,S,N,D,INEXISTENTE
1486,DIAMANTE,S,S,N,5,LJ,CENTRO,9,891900,1,S,S,S,N,S,S,S,N,S,A,ALTA
1487,BRONZE,S,N,S,1,LJ,RUA_FAMOSA,14,247488,4,N,N,N,N,S,S,S,S,N,C,MÉDIA
1488,OURO,S,S,N,4,LJ,CENTRO,9,799566,3,S,S,S,S,N,S,S,N,N,D,INEXISTENTE
1489,PRATA,N,S,N,3,LJ,RUA_FAMOSA,7,900774,4,N,S,N,N,N,S,N,N,N,B,INEXISTENTE
1490,BRONZE,N,N,S,4,VD,CENTRO,25,242112,4,N,N,S,N,S,S,S,S,N,D,BAIXA
1491,OURO,S,N,N,1,LJ,BAIRRO,7,962012,2,N,N,N,S,N,S,N,N,S,B,ALTA
1492,BRONZE,S,S,S,2,BO,CENTRO,15,191918,4,S,N,S,S,N,S,S,S,N,B,ALTA
1493,OURO,S,N,S,1,VD,BAIRRO,16,599717,4,N,N,S,S,S,N,N,N,N,A,MÉDIA
1494,PRATA,S,N,S,2,VD,BAIRRO,7,606378,3,S,N,N,S,N,N,N,S,N,D,INEXISTENTE
1495,OURO,S,N,S,2,BO,CENTRO,9,520271,2,S,N,N,S,N,S,N,N,N,D,MÉDIA
1496,DIAMANTE,S,S,N,4,VD,CENTRO,25,667860,1,S,S,S,S,S,N,S,S,N,A,MÉDIA
1497,OURO,S,S,S,6,VD,CENTRO,15,654783,4,S,N,S,S,S,S,N,S,S,A,MÉDIA
1498,PRATA,N,N,N,1,LJ,BAIRRO,8,886978,4,N,S,N,N,N,N,S,N,N,D,BAIXA
1499,PRATA,N,N,S,6,BO,RUA_FAMOSA,4,921454,4,S,N,N,S,N,S,N,N,N,C,BAIXA
1500,PRATA,N,S,S,1,VD,RUA_FAMOSA,7,929964,4,S,N,N,S,S,N,N,N,N,D,ALTA
1501,DIAMANTE,S,S,S,3,BO,BAIRRO,12,758654,1,N,S,S,N,S,S,N,N,N,A,ALTA
1502,DIAMANTE,S,S,N,3,LJ,SHOPPING,21,920482,1,S,N,S,S,S,N,S,S,S,A,ALTA
1503,DIAMANTE,S,S,N,3,BO,SHOPPING,12,643546,1,N,N,S,N,S,S,N,N,S,A,ALTA
1504,OURO,S,S,N,1,LJ,BAIRRO,8,604205,3,N,N,S,S,S,N,N,N,N,A,MÉDIA
1505,DIAMANTE,S,S,N,2,VD,RUA_FAMOSA,19,783996,1,S,S,S,S,S,S,S,S,N,A,MÉDIA
1506,BRONZE,S,N,N,3,BO,BAIRRO,24,235049,4,S,S,N,S,S,N,N,S,N,C,BAIXA
1507,DIAMANTE,S,S,S,2,BO,CENTRO,19,581375,1,N,N,S,S,S,S,S,N,N,B,BAIXA
1508,PRATA,S,S,S,2,VD,CENTRO,5,566751,3,N,N,N,N,N,S,N,N,N,D,BAIXA
1509,PRATA,N,N,N,3,VD,RUA_FAMOSA,9,864933,4,N,N,N,S,S,S,S,S,N,A,INEXISTENTE
1510,OURO,S,S,S,1,BO,CENTRO,16,590778,3,S,S,S,S,N,N,S,S,S,A,ALTA
1511,BRONZE,S,S,S,1,LJ,CENTRO,17,224730,4,S,S,N,N,S,S,N,S,N,C,BAIXA
1512,OURO,S,S,N,5,VD,CENTRO,11,770393,2,S,S,S,S,S,N,N,N,N,A,BAIXA
1513,BRONZE,N,N,S,4,LJ,RUA_FAMOSA,13,230537,4,S,N,S,N,N,N,S,S,N,C,MÉDIA
1514,DIAMANTE,S,S,N,2,LJ,SHOPPING,30,511209,1,N,N,S,N,S,N,S,S,N,B,BAIXA
1515,BRONZE,S,N,N,2,LJ,RURAL,17,137752,4,N,N,S,S,N,S,N,S,N,C,ALTA
1516,PRATA,N,N,S,1,BO,CENTRO,9,551755,3,S,N,N,S,S,S,N,S,N,C,MÉDIA
1517,BRONZE,N,S,N,3,LJ,RUA_FAMOSA,14,108468,4,N,N,N,N,N,N,S,N,N,C,BAIXA
1518,OURO,S,S,S,1,BO,CENTRO,13,833420,4,N,N,S,S,S,S,N,N,S,D,BAIXA
1519,BRONZE,N,N,S,2,VD,CENTRO,24,163958,4,N,S,S,S,N,N,S,S,N,B,INEXISTENTE
1520,OURO,S,N,S,3,VD,BAIRRO,12,611270,3,S,S,S,S,N,S,S,S,N,C,BAIXA
1521,OURO,S,S,S,3,BO,RUA_FAMOSA,12,651334,3,N,S,N,S,N,S,N,S,S,B,MÉDIA
1522,DIAMANTE,S,S,N,3,VD,RUA_FAMOSA,17,897697,1,S,S,S,N,S,S,N,N,N,C,ALTA
1523,BRONZE,N,S,S,1,BO,SHOPPING,18,134063,4,S,N,S,N,S,N,N,S,N,D,INEXISTENTE
1524,OURO,S,N,N,4,VD,RURAL,10,437862,4,N,N,S,S,N,S,S,S,N,A,INEXISTENTE
1525,BRONZE,S,S,N,1,LJ,RURAL,22,268447,4,N,N,N,S,S,S,N,N,N,D,INEXISTENTE
1526,BRONZE,N,S,S,3,LJ,CENTRO,12,133757,4,N,N,N,S,S,N,S,S,N,A,INEXISTENTE
1527,DIAMANTE,S,S,S,1,LJ,SHOPPING,13,868917,1,S,N,S,S,S,N,N,S,S,C,MÉDIA
1528,PRATA,S,N,S,2,LJ,BAIRRO,9,654027,3,S,S,N,N,S,S,S,S,N,D,INEXISTENTE
1529,PRATA,S,N,N,4,VD,SHOPPING,9,920366,3,N,S,N,N,S,S,S,S,N,C,BAIXA
1530,DIAMANTE,S,S,S,6,VD,CENTRO,25,637338,1,N,N,S,S,S,S,N,S,N,C,MÉDIA
1531,OURO,S,S,S,6,LJ,RUA_FAMOSA,11,473016,2,N,N,S,S,S,N,N,S,N,B,MÉDIA
1532,DIAMANTE,S,S,N,2,VD,BAIRRO,27,762881,1,N,N,S,N,S,S,N,N,S,A,BAIXA
1533,PRATA,N,N,S,2,LJ,RUA_FAMOSA,9,465594,4,N,N,N,S,N,S,S,N,N,C,INEXISTENTE
1534,PRATA,N,S,N,2,BO,SHOPPING,8,900045,4,N,S,N,N,N,S,N,N,N,D,BAIXA
1535,DIAMANTE,S,S,S,1,LJ,RUA_FAMOSA,14,774438,1,S,N,S,N,S,N,N,S,S,C,ALTA
1536,OURO,S,S,S,2,BO,CENTRO,10,420931,4,S,S,N,S,S,N,N,N,S,D,MÉDIA
1537,PRATA,N,S,N,3,BO,BAIRRO,9,959464,3,N,N,N,N,S,N,N,N,N,A,BAIXA
1538,OURO,S,S,S,1,LJ,SHOPPING,12,440105,3,S,N,N,S,N,S,N,N,S,A,MÉDIA
1539,PRATA,S,S,S,2,VD,RUA_FAMOSA,8,444182,3,N,N,N,N,N,S,N,N,N,D,ALTA
1540,DIAMANTE,S,S,N,3,BO,RUA_FAMOSA,27,579787,1,N,S,S,S,S,N,S,N,S,B,ALTA
1541,DIAMANTE,S,S,N,2,VD,RURAL,17,884287,1,S,S,S,N,S,S,S,N,N,C,ALTA
1542,OURO,S,S,S,4,VD,BAIRRO,14,731052,2,N,N,N,S,S,S,N,S,N,A,MÉDIA
1543,DIAMANTE,S,S,S,2,VD,CENTRO,20,975439,1,N,N,S,S,S,N,S,S,N,A,ALTA
1544,DIAMANTE,S,S,S,1,LJ,SHOPPING,28,617136,1,S,N,S,N,S,S,N,S,S,B,ALTA
1545,DIAMANTE,S,S,S,3,VD,SHOPPING,28,916082,1,N,S,S,N,S,S,N,S,N,C,ALTA
1546,DIAMANTE,S,S,S,2,VD,BAIRRO,24,670219,1,N,S,S,S,S,N,S,N,N,C,MÉDIA
1547,OURO,S,S,N,1,BO,BAIRRO,15,858495,2,N,N,N,S,S,N,S,S,N,B,BAIXA
1548,DIAMANTE,S,S,S,1,VD,CENTRO,13,680605,1,S,S,S,S,S,S,S,N,N,C,MÉDIA
1549,BRONZE,N,S,N,6,BO,CENTRO,16,112658,4,N,N,N,N,N,N,N,N,N,D,BAIXA
1550,DIAMANTE,S,S,S,1,BO,RURAL,9,801375,1,S,N,S,N,S,S,S,N,S,A,ALTA
1551,PRATA,S,N,N,2,BO,CENTRO,7,371919,3,N,N,N,S,N,N,N,S,N,D,INEXISTENTE
1552,OURO,S,N,N,2,LJ,RUA_FAMOSA,10,675892,3,N,S,N,S,S,N,S,N,S,B,ALTA
1553,DIAMANTE,S,S,N,2,VD,RURAL,25,800041,1,S,N,S,N,S,S,S,S,N,C,ALTA
1554,DIAMANTE,S,S,S,2,BO,RUA_FAMOSA,14,675696,1,S,S,S,S,S,N,N,S,N,A,ALTA
1555,OURO,S,S,S,6,BO,BAIRRO,13,988611,2,N,S,S,S,S,S,N,N,N,A,MÉDIA
1556,BRONZE,S,N,N,1,BO,BAIRRO,14,175504,4,S,S,N,S,N,S,N,S,N,C,INEXISTENTE
1557,OURO,S,S,S,2,LJ,BAIRRO,10,642438,2,S,N,S,S,N,N,N,S,S,D,MÉDIA
1558,OURO,S,S,S,1,BO,RUA_FAMOSA,8,532476,2,N,S,N,S,S,S,S,S,S,A,MÉDIA
1559,DIAMANTE,S,S,N,3,VD,BAIRRO,25,642371,1,N,N,S,N,S,N,N,N,N,A,BAIXA
1560,PRATA,S,N,S,2,LJ,BAIRRO,9,607923,3,N,N,N,S,N,S,S,S,N,D,ALTA
1561,BRONZE,N,S,N,3,VD,RUA_FAMOSA,25,102926,4,N,N,N,N,S,S,S,S,N,B,INEXISTENTE
1562,PRATA,S,S,N,6,VD,RUA_FAMOSA,4,730021,4,S,S,N,S,N,N,S,N,N,D,INEXISTENTE
1563,PRATA,N,N,N,4,BO,SHOPPING,8,354832,3,S,S,N,N,N,S,N,S,N,D,INEXISTENTE
1564,DIAMANTE,S,S,N,2,LJ,RUA_FAMOSA,15,750751,1,N,S,S,N,S,N,N,S,N,A,MÉDIA
1565,PRATA,S,N,S,1,LJ,RUA_FAMOSA,7,947518,3,N,S,N,N,S,N,S,N,N,D,BAIXA
1566,OURO,S,N,N,1,LJ,CENTRO,12,911000,2,S,N,N,S,N,S,N,S,N,A,MÉDIA
1567,OURO,S,N,N,2,VD,RUA_FAMOSA,15,615404,4,S,S,N,S,S,S,S,N,S,D,INEXISTENTE
1568,BRONZE,S,N,N,6,LJ,RURAL,16,288538,4,S,N,N,S,S,N,N,S,N,D,BAIXA
1569,OURO,S,S,S,2,VD,RUA_FAMOSA,12,482582,3,N,S,N,S,S,N,S,S,N,D,BAIXA
1570,BRONZE,N,N,N,2,LJ,CENTRO,25,101012,4,S,N,S,N,N,N,S,S,N,C,BAIXA
1571,OURO,S,S,N,5,VD,BAIRRO,14,571166,3,N,S,S,S,S,S,S,N,S,C,ALTA
1572,OURO,S,N,N,1,VD,BAIRRO,8,923154,2,S,N,S,S,S,N,S,N,S,B,ALTA
1573,PRATA,N,N,S,4,BO,BAIRRO,5,566207,3,N,N,N,N,S,S,N,N,N,C,INEXISTENTE
1574,DIAMANTE,S,S,N,1,VD,BAIRRO,20,861268,1,N,N,S,N,S,S,N,S,S,A,ALTA
1575,PRATA,N,N,S,2,BO,CENTRO,9,572004,4,S,S,N,N,N,N,N,S,N,C,INEXISTENTE
1576,BRONZE,S,N,N,2,LJ,BAIRRO,24,248248,4,N,S,N,N,S,S,N,S,N,C,INEXISTENTE
1577,DIAMANTE,S,S,S,2,BO,SHOPPING,23,614609,1,N,S,S,N,S,N,S,N,N,B,BAIXA
1578,BRONZE,S,S,S,2,BO,CENTRO,15,144962,4,N,S,N,S,N,N,S,N,N,C,BAIXA
1579,OURO,S,S,N,2,VD,CENTRO,16,663352,3,S,S,N,S,S,S,S,N,N,A,BAIXA
1580,PRATA,S,N,N,3,LJ,BAIRRO,8,788891,3,S,S,N,S,S,S,S,S,N,A,BAIXA
1581,BRONZE,S,S,S,2,VD,CENTRO,21,190120,4,N,N,N,N,S,N,N,S,N,C,ALTA
1582,PRATA,S,S,S,6,VD,CENTRO,8,463283,4,S,S,N,S,N,S,S,N,N,D,INEXISTENTE
1583,OURO,S,S,N,1,BO,RUA_FAMOSA,16,808956,2,S,S,N,S,N,S,S,S,N,B,INEXISTENTE
1584,PRATA,S,N,N,1,BO,RUA_FAMOSA,6,574636,3,N,N,N,N,N,S,N,N,N,D,INEXISTENTE
1585,DIAMANTE,S,S,S,4,LJ,SHOPPING,10,655501,1,S,N,S,S,S,N,S,S,N,B,MÉDIA
1586,OURO,S,S,S,2,BO,CENTRO,8,866369,4,S,N,N,S,S,N,N,N,S,A,ALTA
1587,OURO,S,N,N,3,BO,BAIRRO,12,702324,2,S,N,S,S,N,N,N,N,S,B,MÉDIA
1588,OURO,S,N,N,2,LJ,CENTRO,10,459938,4,S,S,N,S,S,N,N,S,S,D,MÉDIA
1589,OURO,S,S,N,2,LJ,RUA_FAMOSA,16,508591,2,S,S,S,S,N,S,S,N,S,A,BAIXA
1590,DIAMANTE,S,S,N,1,LJ,SHOPPING,30,991579,1,S,S,S,N,S,S,S,S,N,A,ALTA
1591,PRATA,S,N,S,5,VD,SHOPPING,5,554864,4,S,N,N,S,S,N,S,S,N,D,INEXISTENTE
1592,OURO,S,N,N,2,VD,SHOPPING,14,500591,4,S,S,N,S,N,S,N,S,S,D,ALTA
1593,OURO,S,N,S,3,BO,RUA_FAMOSA,7,884494,3,S,N,S,S,N,S,N,S,S,A,ALTA
1594,PRATA,N,S,N,4,BO,RUA_FAMOSA,7,768700,3,N,S,N,N,N,N,S,S,N,C,INEXISTENTE
1595,BRONZE,S,S,S,3,LJ,CENTRO,12,245292,4,N,S,N,N,N,S,N,S,N,D,INEXISTENTE
1596,BRONZE,N,N,S,3,VD,CENTRO,20,181446,4,N,N,N,S,S,N,S,N,N,C,ALTA
1597,OURO,S,S,S,6,LJ,CENTRO,11,694932,2,N,S,S,S,N,S,N,N,S,A,MÉDIA
1598,OURO,S,N,S,1,VD,CENTRO,10,667700,3,N,S,S,S,N,S,N,S,S,C,MÉDIA
1599,PRATA,N,N,N,2,LJ,SHOPPING,6,553574,4,S,N,N,N,S,S,N,N,N,D,INEXISTENTE
1600,OURO,S,N,S,2,VD,CENTRO,14,804901,3,S,S,S,S,N,S,S,S,N,B,BAIXA
1601,OURO,S,S,S,3,VD,CENTRO,11,454778,2,N,S,N,S,N,N,S,N,N,D,ALTA
1602,OURO,S,N,N,1,BO,RURAL,9,418051,3,S,S,S,S,S,N,N,N,N,C,ALTA
1603,PRATA,S,S,N,3,VD,CENTRO,4,472060,4,S,S,N,S,N,S,S,N,N,D,BAIXA
1604,OURO,S,N,S,2,VD,BAIRRO,9,451313,4,S,S,S,S,S,S,S,N,N,A,ALTA
1605,OURO,S,S,N,2,BO,RUA_FAMOSA,8,714847,4,N,S,N,S,S,S,N,S,S,A,MÉDIA
1606,DIAMANTE,S,S,S,3,LJ,BAIRRO,17,551181,1,S,S,S,N,S,N,S,N,S,A,ALTA
1607,BRONZE,S,S,N,2,LJ,RURAL,22,119465,4,S,N,S,N,S,N,N,N,N,D,INEXISTENTE
1608,DIAMANTE,S,S,N,3,LJ,CENTRO,22,739828,1,N,N,S,N,S,N,N,S,S,A,ALTA
1609,BRONZE,N,S,S,3,BO,RUA_FAMOSA,21,227562,4,N,S,N,N,S,S,N,S,N,C,INEXISTENTE
1610,DIAMANTE,S,S,S,1,BO,RUA_FAMOSA,8,626578,1,N,N,S,N,S,N,S,S,S,A,ALTA
1611,DIAMANTE,S,S,N,3,VD,RUA_FAMOSA,24,904729,1,N,N,S,S,S,S,N,S,N,B,MÉDIA
1612,DIAMANTE,S,S,S,1,VD,RUA_FAMOSA,15,684721,1,S,S,S,N,S,S,N,S,N,A,ALTA
1613,DIAMANTE,S,S,S,4,LJ,RURAL,18,910172,1,S,N,S,N,S,S,S,S,N,C,ALTA
1614,BRONZE,N,N,N,2,BO,RUA_FAMOSA,23,124287,4,N,N,N,S,N,S,S,S,N,D,INEXISTENTE
1615,DIAMANTE,S,S,N,1,LJ,BAIRRO,15,838932,1,S,S,S,S,S,N,N,S,N,B,MÉDIA
1616,BRONZE,N,S,S,2,LJ,CENTRO,21,189748,4,N,N,N,S,S,S,N,S,N,C,INEXISTENTE
1617,BRONZE,S,S,N,2,VD,RUA_FAMOSA,23,277546,4,S,N,S,N,N,N,N,S,N,B,INEXISTENTE
1618,DIAMANTE,S,S,N,3,VD,CENTRO,28,720832,1,S,S,S,S,S,S,S,S,N,A,MÉDIA
1619,PRATA,N,S,N,2,BO,RUA_FAMOSA,6,587525,4,S,S,N,N,N,S,N,S,N,C,BAIXA
1620,BRONZE,S,N,N,4,LJ,BAIRRO,22,221820,4,S,N,N,N,N,N,N,S,N,C,ALTA
1621,PRATA,S,S,N,5,BO,RUA_FAMOSA,4,932038,3,S,S,N,S,S,N,S,S,N,D,INEXISTENTE
1622,BRONZE,S,N,S,1,BO,CENTRO,12,192243,4,N,S,N,S,N,N,S,N,N,C,MÉDIA
1623,DIAMANTE,S,S,S,6,LJ,SHOPPING,26,779554,1,N,N,S,N,S,N,S,S,S,B,ALTA
1624,BRONZE,S,S,N,6,VD,RURAL,14,181265,4,N,S,S,S,S,S,S,N,N,C,INEXISTENTE
1625,BRONZE,N,S,S,2,LJ,BAIRRO,23,263519,4,N,N,S,S,S,S,S,S,N,B,INEXISTENTE
1626,OURO,S,N,S,6,BO,CENTRO,9,355106,2,N,N,N,S,S,S,N,N,N,B,ALTA
1627,DIAMANTE,S,S,S,6,VD,CENTRO,9,939628,1,N,N,S,S,S,S,S,N,N,C,ALTA
1628,OURO,S,N,S,6,VD,SHOPPING,8,486554,3,N,S,S,S,S,S,S,N,N,B,ALTA
1629,PRATA,N,S,S,1,LJ,SHOPPING,6,468563,3,S,N,N,N,S,S,N,N,N,C,BAIXA
1630,DIAMANTE,S,S,S,2,VD,RURAL,20,806739,1,N,S,S,S,S,N,S,S,N,C,BAIXA
1631,OURO,S,S,S,4,BO,CENTRO,16,422306,2,S,S,S,S,N,N,N,S,S,A,INEXISTENTE
1632,BRONZE,S,N,S,4,VD,BAIRRO,12,161949,4,S,N,N,S,N,N,N,S,N,C,ALTA
1633,PRATA,S,N,S,6,LJ,SHOPPING,9,720831,4,S,S,N,N,S,S,S,S,N,D,BAIXA
1634,BRONZE,N,N,S,5,LJ,RUA_FAMOSA,16,170381,4,S,N,N,N,N,S,S,N,N,C,MÉDIA
1635,BRONZE,S,S,S,1,VD,CENTRO,17,173750,4,S,S,N,N,N,N,S,S,N,B,INEXISTENTE
1636,DIAMANTE,S,S,S,6,LJ,BAIRRO,11,576361,1,S,N,S,S,S,N,N,N,N,A,ALTA
1637,DIAMANTE,S,S,N,5,BO,RUA_FAMOSA,25,763096,1,N,S,S,N,S,S,N,S,N,B,MÉDIA
1638,BRONZE,S,S,S,2,BO,RURAL,17,138957,4,N,N,N,S,N,N,S,N,N,B,MÉDIA
1639,DIAMANTE,S,S,S,2,VD,RUA_FAMOSA,29,577501,1,S,S,S,S,S,S,N,N,N,B,MÉDIA
1640,PRATA,N,N,N,2,BO,RUA_FAMOSA,5,743208,3,N,S,N,N,N,N,N,S,N,C,INEXISTENTE
1641,DIAMANTE,S,S,N,4,LJ,RUA_FAMOSA,23,764212,1,N,S,S,N,S,S,N,N,N,A,MÉDIA
1642,OURO,S,N,S,1,LJ,RUA_FAMOSA,15,446391,2,S,S,N,S,S,N,S,N,S,D,ALTA
1643,BRONZE,S,N,S,1,LJ,SHOPPING,25,123770,4,S,N,S,S,N,S,N,N,N,A,MÉDIA
1644,DIAMANTE,S,S,N,3,LJ,BAIRRO,17,585482,1,N,S,S,S,S,S,S,N,N,A,BAIXA
1645,DIAMANTE,S,S,N,5,VD,CENTRO,10,964005,1,N,S,S,N,S,N,S,N,S,A,ALTA
1646,OURO,S,N,S,3,LJ,CENTRO,14,870917,4,N,N,N,S,S,N,N,N,S,D,INEXISTENTE
1647,OURO,S,N,N,4,VD,BAIRRO,10,535436,3,S,N,N,S,S,S,S,S,S,B,ALTA
1648,DIAMANTE,S,S,N,5,VD,CENTRO,22,842951,1,N,N,S,S,S,S,S,N,N,A,MÉDIA
1649,PRATA,N,S,N,5,LJ,RUA_FAMOSA,5,989057,3,N,S,N,S,N,N,N,N,N,B,INEXISTENTE
1650,PRATA,S,N,S,2,LJ,BAIRRO,6,633570,3,N,S,N,S,N,N,S,S,N,D,INEXISTENTE
1651,OURO,S,N,N,4,LJ,CENTRO,8,484778,2,S,N,N,S,N,S,S,S,N,B,ALTA
1652,PRATA,S,N,N,2,VD,RUA_FAMOSA,7,919620,4,N,N,N,S,S,N,N,N,N,C,INEXISTENTE
1653,DIAMANTE,S,S,N,2,BO,RUA_FAMOSA,17,814497,1,S,N,S,S,S,N,N,N,N,A,ALTA
1654,BRONZE,S,S,S,3,LJ,RURAL,21,267361,4,N,N,N,N,S,N,N,S,N,A,MÉDIA
1655,DIAMANTE,S,S,S,2,VD,CENTRO,19,913132,1,N,N,S,N,S,S,N,N,S,B,MÉDIA
1656,DIAMANTE,S,S,N,6,VD,CENTRO,22,924222,1,N,N,S,S,S,S,N,N,N,B,MÉDIA
1657,PRATA,S,S,S,3,VD,SHOPPING,5,848569,3,N,N,N,S,S,S,N,N,N,D,BAIXA
1658,OURO,S,N,S,2,LJ,BAIRRO,9,647968,2,S,N,S,S,N,S,N,N,S,A,ALTA
1659,DIAMANTE,S,S,N,1,BO,RURAL,8,665419,1,N,N,S,N,S,N,S,S,S,A,ALTA
1660,BRONZE,S,S,N,6,VD,BAIRRO,18,288203,4,N,N,N,S,N,N,N,N,N,A,MÉDIA
1661,OURO,S,S,S,1,VD,BAIRRO,9,708624,2,S,N,N,S,S,S,N,S,N,D,INEXISTENTE
1662,DIAMANTE,S,S,S,6,LJ,SHOPPING,25,911362,1,S,N,S,S,S,N,N,S,S,B,MÉDIA
1663,DIAMANTE,S,S,N,4,BO,RUA_FAMOSA,28,800824,1,S,N,S,S,S,N,S,N,S,A,BAIXA
1664,BRONZE,N,N,N,3,LJ,SHOPPING,22,150549,4,N,N,N,S,S,S,N,S,N,D,BAIXA
1665,PRATA,S,N,N,5,LJ,RUA_FAMOSA,7,686817,4,S,N,N,N,S,N,N,N,N,D,INEXISTENTE
1666,PRATA,N,N,S,1,BO,RUA_FAMOSA,4,989409,4,S,N,N,N,S,S,S,N,N,A,INEXISTENTE
1667,BRONZE,N,S,N,1,VD,CENTRO,20,105863,4,S,S,S,N,N,N,N,N,N,B,MÉDIA
1668,DIAMANTE,S,S,N,2,BO,SHOPPING,26,778748,1,S,S,S,S,S,N,N,N,N,A,MÉDIA
1669,DIAMANTE,S,S,N,2,VD,RUA_FAMOSA,10,756589,1,S,N,S,N,S,S,N,N,S,C,ALTA
1670,BRONZE,N,N,N,4,LJ,CENTRO,22,134435,4,S,N,N,N,S,N,N,N,N,C,BAIXA
1671,PRATA,S,S,N,2,LJ,CENTRO,4,622415,3,N,S,N,S,N,S,S,N,N,C,INEXISTENTE
1672,OURO,S,S,S,2,VD,RURAL,14,398852,2,N,S,N,S,S,N,S,S,N,D,MÉDIA
1673,BRONZE,N,N,S,1,BO,CENTRO,16,154453,4,S,N,N,S,S,N,S,S,N,D,BAIXA
1674,BRONZE,N,N,N,2,LJ,RURAL,21,174541,4,N,S,S,N,N,S,N,S,N,D,MÉDIA
1675,DIAMANTE,S,S,N,3,VD,CENTRO,24,832966,1,N,N,S,N,S,N,N,N,S,A,ALTA
1676,DIAMANTE,S,S,S,2,LJ,RUA_FAMOSA,27,621016,1,S,N,S,N,S,S,S,N,N,B,MÉDIA
1677,PRATA,S,N,N,6,BO,RUA_FAMOSA,5,587620,4,N,S,N,S,N,S,N,S,N,D,INEXISTENTE
1678,PRATA,S,N,S,3,BO,RUA_FAMOSA,5,991150,4,S,S,N,S,S,N,S,S,N,D,INEXISTENTE
1679,OURO,S,N,S,3,VD,CENTRO,11,563451,4,N,S,S,S,S,N,S,N,N,B,INEXISTENTE
1680,BRONZE,N,N,N,3,VD,SHOPPING,24,231421,4,N,N,S,S,N,S,S,N,N,B,BAIXA
1681,BRONZE,N,N,S,2,BO,SHOPPING,23,248428,4,S,S,S,S,N,N,S,N,N,B,INEXISTENTE
1682,DIAMANTE,S,S,N,4,LJ,CENTRO,27,936664,1,S,S,S,N,S,N,S,N,S,A,MÉDIA
1683,PRATA,N,S,S,2,BO,BAIRRO,5,611436,3,S,N,N,N,S,S,N,N,N,D,INEXISTENTE
1684,OURO,S,S,S,1,LJ,RUA_FAMOSA,10,640054,2,S,S,S,S,S,N,N,N,S,C,MÉDIA
1685,PRATA,N,N,N,6,BO,SHOPPING,7,696051,4,S,N,N,S,N,S,N,N,N,C,BAIXA
1686,DIAMANTE,S,S,N,1,LJ,SHOPPING,15,769592,1,S,N,S,S,S,N,S,N,S,B,ALTA
1687,PRATA,S,S,N,5,VD,RUA_FAMOSA,7,409389,3,S,N,N,N,N,S,N,S,N,D,INEXISTENTE
1688,BRONZE,N,S,S,1,VD,CENTRO,24,214586,4,S,N,S,N,S,S,N,N,N,B,BAIXA
1689,PRATA,N,S,N,3,BO,BAIRRO,8,758347,4,S,S,N,S,S,S,N,S,N,D,ALTA
1690,PRATA,S,S,N,2,VD,BAIRRO,4,705995,4,S,N,N,N,S,S,S,N,N,B,BAIXA
1691,BRONZE,N,N,N,6,LJ,BAIRRO,21,258653,4,S,N,N,S,S,N,N,S,N,C,MÉDIA
1692,DIAMANTE,S,S,S,5,LJ,SHOPPING,15,832178,1,S,N,S,N,S,S,S,S,N,C,ALTA
1693,BRONZE,S,N,S,1,VD,RURAL,25,157807,4,S,N,S,N,S,S,N,N,N,C,MÉDIA
1694,OURO,S,N,S,3,VD,BAIRRO,7,811732,2,N,N,N,S,N,S,N,S,S,B,MÉDIA
1695,OURO,S,S,S,4,BO,BAIRRO,13,749694,4,N,N,S,S,N,N,N,S,N,B,ALTA
1696,BRONZE,S,S,N,4,LJ,CENTRO,19,116478,4,N,S,N,S,S,N,S,N,N,B,INEXISTENTE
1697,DIAMANTE,S,S,S,1,VD,RUA_FAMOSA,27,703203,1,S,N,S,S,S,S,N,S,N,A,ALTA
1698,BRONZE,N,S,N,6,VD,CENTRO,17,108047,4,N,N,S,N,N,S,S,S,N,C,BAIXA
1699,PRATA,S,S,N,2,LJ,SHOPPING,7,931088,3,N,N,N,S,N,S,S,N,N,A,MÉDIA
1700,DIAMANTE,S,S,S,6,BO,RUA_FAMOSA,18,720663,1,S,S,S,N,S,S,S,S,N,C,MÉDIA
1701,OURO,S,S,S,3,LJ,RURAL,7,540814,2,N,S,S,S,S,N,N,N,N,B,INEXISTENTE
1702,BRONZE,N,N,S,6,VD,RUA_FAMOSA,18,145426,4,N,S,N,N,S,N,N,S,N,C,MÉDIA
1703,BRONZE,N,S,S,2,BO,RUA_FAMOSA,14,142099,4,N,N,N,N,N,S,S,N,N,C,BAIXA
1704,BRONZE,N,N,S,1,BO,BAIRRO,15,273695,4,N,N,N,N,S,N,S,N,N,C,INEXISTENTE
1705,DIAMANTE,S,S,N,4,BO,BAIRRO,11,966812,1,S,N,S,N,S,N,S,S,S,B,MÉDIA
