club,marca_1,marca_2,marca_3,numero_empregados,aporte_inicial,tem_estoque_proprio,usa_despachante,legado_familia,sistema_1,sistema_2,sistema_3,sistemas_4,sistema_5,sistema_6,canal_bo,canal_loja,canal_vd,local_bairro,local_centro,local_rua_famosa,local_rural,local_shopping,1,2,3,4,faturamento_a,faturamento_b,faturamento_c,faturamento_d,maturidade_alta,maturidade_baixa,maturidade_inexistente,maturidade_media,regiao_1,regiao_2,regiao_3,regiao_4,regiao_5,regiao_6
PRATA,0,1,1,0.15384615384615385,0.9455450247868095,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
DIAMANTE,1,1,1,0.6923076923076923,0.8589397025982897,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
PRATA,0,0,0,0.038461538461538464,0.7903816978639441,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
DIAMANTE,1,1,0,0.19230769230769232,0.8919651134532821,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
BRONZE,1,0,1,0.38461538461538464,0.24750606794295985,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
OURO,1,1,0,0.19230769230769232,0.7996243725791983,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
PRATA,0,1,0,0.11538461538461539,0.900839761302575,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
BRONZE,0,0,1,0.8076923076923077,0.24212967546630904,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
OURO,1,0,0,0.11538461538461539,0.9620822320029362,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
BRONZE,1,1,1,0.4230769230769231,0.19193201103680568,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
OURO,1,0,1,0.46153846153846156,0.5997607825371252,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
PRATA,1,0,1,0.11538461538461539,0.6064222688256242,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
OURO,1,0,1,0.19230769230769232,0.5203089825557266,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
DIAMANTE,1,1,0,0.8076923076923077,0.6679087573392858,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
OURO,1,1,1,0.4230769230769231,0.6548308026485934,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
PRATA,0,0,0,0.15384615384615385,0.8870427541210508,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
PRATA,0,0,1,0.0,0.9215212710527868,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
PRATA,0,1,1,0.11538461538461539,0.93003189232814,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
DIAMANTE,1,1,1,0.3076923076923077,0.7587093857851623,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
DIAMANTE,1,1,0,0.6538461538461539,0.9205492000916067,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
DIAMANTE,1,1,0,0.3076923076923077,0.643592982287707,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
OURO,1,1,0,0.15384615384615385,0.6042491101850435,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
DIAMANTE,1,1,0,0.5769230769230769,0.7840532358862197,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
BRONZE,1,0,0,0.7692307692307693,0.23506615982966755,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
DIAMANTE,1,1,1,0.5769230769230769,0.5814174434733735,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
PRATA,1,1,1,0.038461538461538464,0.5667923758434366,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
PRATA,0,0,0,0.19230769230769232,0.8649961447185645,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
OURO,1,1,1,0.46153846153846156,0.5908211299424858,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
BRONZE,1,1,1,0.5,0.2247464064876736,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
OURO,1,1,0,0.2692307692307692,0.770449242794724,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
BRONZE,0,0,1,0.34615384615384615,0.23055383042962135,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
DIAMANTE,1,1,0,1.0,0.5112463209814316,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
BRONZE,1,0,0,0.5,0.137762056630134,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
PRATA,0,0,1,0.19230769230769232,0.551795281055517,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
BRONZE,0,1,0,0.38461538461538464,0.10847591874206818,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
OURO,1,1,1,0.34615384615384615,0.8334808441016194,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
BRONZE,0,0,1,0.7692307692307693,0.16396996980779596,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
OURO,1,0,1,0.3076923076923077,0.6113146259676956,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
OURO,1,1,1,0.3076923076923077,0.6513815508532123,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
DIAMANTE,1,1,0,0.5,0.8977625366651766,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
BRONZE,0,1,1,0.5384615384615384,0.13407278731347388,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
OURO,1,0,0,0.23076923076923078,0.43789396625953697,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
BRONZE,1,1,0,0.6923076923076923,0.2684665980616585,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
BRONZE,0,1,1,0.3076923076923077,0.1337667649738431,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
DIAMANTE,1,1,1,0.34615384615384615,0.8689804355717967,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
PRATA,1,0,1,0.19230769230769232,0.6540747474565644,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
PRATA,1,0,0,0.19230769230769232,0.9204331916229885,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
DIAMANTE,1,1,1,0.8076923076923077,0.6373845290706222,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
OURO,1,1,1,0.2692307692307692,0.4730505326888863,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
DIAMANTE,1,1,0,0.8846153846153846,0.7629366943786896,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
PRATA,0,0,1,0.19230769230769232,0.46562799084333156,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
PRATA,0,1,0,0.15384615384615385,0.9001107080816899,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
DIAMANTE,1,1,1,0.38461538461538464,0.7744945381012814,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
OURO,1,1,1,0.23076923076923078,0.42096173020630506,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
PRATA,0,1,0,0.19230769230769232,0.959534045985357,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
OURO,1,1,1,0.3076923076923077,0.44013713001049076,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
PRATA,1,1,1,0.15384615384615385,0.44421442765321867,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
DIAMANTE,1,1,0,0.8846153846153846,0.5798293275409104,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
DIAMANTE,1,1,0,0.5,0.8843515576637094,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
OURO,1,1,1,0.38461538461538464,0.7311053706920605,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
DIAMANTE,1,1,1,0.6153846153846154,0.975510212245494,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
DIAMANTE,1,1,1,0.9230769230769231,0.6171810542169578,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
DIAMANTE,1,1,1,0.9230769230769231,0.9161488788681573,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
DIAMANTE,1,1,1,0.7692307692307693,0.6702679295588578,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
OURO,1,1,0,0.4230769230769231,0.8585576747102538,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
DIAMANTE,1,1,1,0.34615384615384615,0.6806546877922088,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
BRONZE,0,1,0,0.46153846153846156,0.11266622463439831,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
DIAMANTE,1,1,1,0.19230769230769232,0.8014335046458392,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
PRATA,1,0,0,0.11538461538461539,0.37194615206910103,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
OURO,1,0,0,0.23076923076923078,0.6759413437180914,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
DIAMANTE,1,1,0,0.8076923076923077,0.8000994072567298,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
DIAMANTE,1,1,1,0.38461538461538464,0.6757453294090469,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
OURO,1,1,1,0.34615384615384615,0.9886831738716927,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
BRONZE,1,0,0,0.38461538461538464,0.1755168127273291,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
OURO,1,1,1,0.23076923076923078,0.642484901397802,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
OURO,1,1,1,0.15384615384615385,0.5325148735857718,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
DIAMANTE,1,1,0,0.8076923076923077,0.642417896506445,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
PRATA,1,0,1,0.19230769230769232,0.6079673816188582,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
BRONZE,0,1,0,0.8076923076923077,0.10293351414653269,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
PRATA,1,1,0,0.0,0.7300742954235659,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
PRATA,0,0,0,0.15384615384615385,0.35485790462703776,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
DIAMANTE,1,1,0,0.4230769230769231,0.7508058088240441,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
PRATA,1,0,1,0.11538461538461539,0.9475871738636921,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
OURO,1,0,0,0.3076923076923077,0.9110665078550734,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
OURO,1,0,0,0.4230769230769231,0.6154489277717273,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
BRONZE,1,0,0,0.46153846153846156,0.28855906481173127,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
OURO,1,1,1,0.3076923076923077,0.48261723105786725,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
BRONZE,0,0,0,0.8076923076923077,0.10101937441433224,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
OURO,1,1,0,0.38461538461538464,0.5712076981619658,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
OURO,1,0,0,0.15384615384615385,0.9232213951618469,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
PRATA,0,0,1,0.038461538461538464,0.5662483361285374,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
DIAMANTE,1,1,0,0.6153846153846154,0.8613308771540322,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
PRATA,0,0,1,0.19230769230769232,0.5720457593404319,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
BRONZE,1,0,0,0.7692307692307693,0.24826612342701018,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
DIAMANTE,1,1,1,0.7307692307692307,0.6146538697324905,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
BRONZE,1,1,1,0.4230769230769231,0.1449725829985589,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
OURO,1,1,0,0.46153846153846156,0.6634004282312609,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
PRATA,1,0,0,0.15384615384615385,0.788948593247307,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
BRONZE,1,1,1,0.6538461538461539,0.19013387977322344,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
PRATA,1,1,1,0.15384615384615385,0.46331682212801534,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
OURO,1,1,0,0.46153846153846156,0.8090150580992412,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
PRATA,1,0,0,0.07692307692307693,0.5746779514904587,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
DIAMANTE,1,1,1,0.23076923076923078,0.6555488550664198,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
OURO,1,1,1,0.15384615384615385,0.8664322495542175,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
OURO,1,0,0,0.3076923076923077,0.7023752733949579,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
OURO,1,0,0,0.23076923076923078,0.45997157792518856,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
OURO,1,1,0,0.46153846153846156,0.5086281298534793,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
DIAMANTE,1,1,0,1.0,0.9916513905515103,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
PRATA,1,0,1,0.038461538461538464,0.5549045080290861,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
OURO,1,0,0,0.38461538461538464,0.5006275458108442,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
OURO,1,0,1,0.11538461538461539,0.8845585727758126,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
PRATA,0,1,0,0.11538461538461539,0.7687561191967014,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
BRONZE,1,1,1,0.3076923076923077,0.2453099076232565,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
BRONZE,0,0,1,0.6153846153846154,0.18145924652499631,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
OURO,1,1,1,0.2692307692307692,0.694982733739563,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
OURO,1,0,1,0.23076923076923078,0.6677487456584331,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
PRATA,0,0,0,0.07692307692307693,0.5536144138522112,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
OURO,1,0,1,0.38461538461538464,0.8049597620626305,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
OURO,1,1,1,0.2692307692307692,0.45481120121768887,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
OURO,1,0,0,0.19230769230769232,0.41808151995095644,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
PRATA,1,1,0,0.0,0.4720944628957914,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
OURO,1,0,1,0.19230769230769232,0.4513459482542226,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
OURO,1,1,0,0.15384615384615385,0.7148991876406978,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
DIAMANTE,1,1,1,0.5,0.551221239150458,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
BRONZE,1,1,0,0.6923076923076923,0.11947372158167546,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
DIAMANTE,1,1,0,0.6923076923076923,0.7398820113868312,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
BRONZE,0,1,1,0.6538461538461539,0.22757861323876644,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
DIAMANTE,1,1,1,0.15384615384615385,0.6266237435332779,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
DIAMANTE,1,1,0,0.7692307692307693,0.9047950500386528,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
DIAMANTE,1,1,1,0.4230769230769231,0.6847709882821446,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
DIAMANTE,1,1,1,0.5384615384615384,0.9102384474066607,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
BRONZE,0,0,0,0.7307692307692307,0.12429607361337378,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
DIAMANTE,1,1,0,0.4230769230769231,0.838993246506995,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
BRONZE,0,1,1,0.6538461538461539,0.18976185261524092,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
BRONZE,1,1,0,0.7307692307692307,0.2775662623371506,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
DIAMANTE,1,1,0,0.9230769230769231,0.7208846245775942,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
PRATA,0,1,0,0.07692307692307693,0.5875678924561493,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
BRONZE,1,0,0,0.6923076923076923,0.2218361940421651,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
